metadata_timestamp,metadata_ai_service,metadata_model,metadata_temperature,metadata_pattern_type,metadata_interface_id,score_inefficient_efficient,score_interesting_not_interesting,score_clear_confusing,score_enjoyable_annoying,score_organized_cluttered,score_addictive_non-addictive,score_supportive_obstructive,score_pressuring_suggesting,score_boring_exciting,score_revealed_covert,score_complicated_easy,score_unpredictable_predictable,score_friendly_unfriendly,score_deceptive_benevolent,explanation
2025-04-08T12:30:02.213936,anthropic,claude-3-opus-20240229,0.7,Nagging,interface_001,2,5,6,6,3,2,6,1,5,6,6,2,6,1,"The notification popup is inefficient, confusing, annoying, and obstructive to the user experience. It pressures users in a deceptive way to enable notifications, which can be addictive. The wording tries to manipulate users rather than clearly explain the implications. Overall, it employs dark patterns that are unfriendly to users."
2025-04-08T12:30:13.589302,anthropic,claude-3-opus-20240229,0.7,Overcomplicated Process,interface_002,3,4,2,3,2,4,3,4,3,3,2,3,3,4,"The settings page appears rather cluttered and confusing with the long list of options. Some settings like 'News Feed audience and visibility for posts' are unclear. The organization makes it inefficient to find specific settings. However, the options don't seem overly pressuring or deceptive, just complex. The page is fairly boring and standard for settings, neither very friendly nor unfriendly in presentation."
2025-04-08T12:30:24.664817,anthropic,claude-3-opus-20240229,0.7,Hindering Account Deletion,interface_003,2,2,6,6,3,4,6,2,2,5,6,2,6,2,"This account deactivation message uses confusing language and an overly long deactivation period to make the process seem more difficult and daunting than it needs to be. The phrasing pressures the user to reconsider deleting their account rather than providing clear, supportive instructions. It feels deceptive and unfriendly in obstructing the user's choice to leave the service permanently."
2025-04-08T12:30:36.306438,anthropic,claude-3-opus-20240229,0.7,Sneaking Bad Default,interface_004,2,6,2,6,3,6,6,1,1,2,3,6,6,2,"The privacy settings appear overly revealing by defaulting to share all information with everyone. It feels pressuring, unfriendly and somewhat deceptive to have such open defaults that the user must manually restrict. The layout is a bit cluttered and confusing. Overall it seems designed to push users to overshare rather than truly giving them easy control over privacy."
2025-04-08T12:30:47.077462,anthropic,claude-3-opus-20240229,0.7,Expectation Result Mismatch,interface_005,2,3,6,6,4,-1,6,4,2,6,6,2,6,2,"The process to withdraw consent for targeted ads seems inefficient, confusing, and obstructive. The hyperlink leads to an explanation page rather than directly allowing withdrawal of consent, making it complicated. The true purpose feels hidden, unfriendly and somewhat deceptive. However, the information itself is mildly interesting."
2025-04-08T12:30:58.293266,anthropic,claude-3-opus-20240229,0.7,False Hierarchy,interface_006,6,3,2,2,6,2,2,2,4,2,6,6,3,2,"This sign up process seems efficient and easy to complete, but the fine print about continuously uploading address book information is concerning. It's presented in a clear way, but feels deceptive and pressuring to get users to agree to share their contacts' data without realizing the implications. The design is simple and organized, but the content is manipulative."
2025-04-08T12:31:08.575173,anthropic,claude-3-opus-20240229,0.7,Trick Wording,interface_007,3,3,2,2,2,6,6,6,2,4,2,2,4,2,"This message about geolocation being turned off but location still being used is confusing and concerning from a privacy perspective. It feels deceptive, pressuring the user to accept location tracking even when they tried to turn it off. The interface is simple but the message is problematic."
2025-04-08T12:31:20.140047,anthropic,claude-3-opus-20240229,0.7,Toying With Emotion,interface_008,6,2,1,2,5,3,2,1,5,2,7,6,2,2,"This message is highly pressuring and manipulative. It tries to make the user feel bad and question their friendships in order to discourage them from deleting their account. The phrasing is clear but the tactic is deceptive and unfriendly. While efficient at preventing account deletion, it does so through dark pattern techniques that are unenjoyable and unsupportive of user autonomy."
2025-04-08T12:31:33.151303,anthropic,claude-3-opus-20240229,0.7,Forced Access,interface_009,2,5,6,6,3,4,6,2,2,6,3,2,5,2,"The feature appears confusing and obstructive, pressuring users to allow full photo access when they only want to save an image. It's inefficient, annoying, and seems deceptive in how it blocks saving without granting broad permissions. The flow is unpredictable and unfriendly to the user's intent."
2025-04-08T12:31:45.762712,anthropic,claude-3-opus-20240229,0.7,Gamification,interface_010,5,3,2,2,2,1,6,2,6,3,6,6,6,6,"This streak feature seems designed to pressure users into chatting with a specific person every day, resetting progress if a single day is missed. It leverages loss aversion to make breaking the streak feel costly. The cute fire icon and simple day tracking make it engaging, but the underlying mechanic is manipulative, unfriendly and potentially addictive by exploiting people's fear of losing progress. The true purpose seems partially hidden to make it feel more innocuous than it is."
